1 02/15/2024 12:49:15 PM	 you always try to find a problem in everything 🤦‍♂️🤦‍♂️
1 02/15/2024 12:49:23 PM	 you like drama duh
0 02/15/2024 12:49:27 PM	 That’s not true
0 02/15/2024 12:49:33 PM	 Ok whatever 
0 02/15/2024 12:49:45 PM	 Im going to my grandmas house this is annoying me
1 02/15/2024 12:50:00 PM	 ???? 💀💀💀
1 02/15/2024 12:50:12 PM	 this ain’t even a minor inconvenience 😭
1 02/15/2024 12:50:20 PM	 ok i’m sorry for making you upset are you happy now 
0 02/15/2024 12:54:33 PM	 ???
0 02/15/2024 12:54:45 PM	 Bye im gonna text u later
1 02/15/2024 19:13:06 PM	 hello…
0 02/15/2024 19:14:35 PM	 Hello
1 02/15/2024 19:15:05 PM	 why is yo ass making me message first..
0 02/15/2024 19:15:53 PM	 U did that urself im not making u do nothing✌️
1 02/15/2024 19:16:16 PM	 no because u said u was gonna message me later and u never did 
0 02/15/2024 19:16:34 PM	 Ok well I say a lot of things mateo
0 02/15/2024 19:16:45 PM	 Any fucking way
0 02/15/2024 19:17:14 PM	 can u helpme…
1 02/15/2024 19:17:23 PM	 depends 
1 02/15/2024 19:17:28 PM	 with what 
0 02/15/2024 19:17:30 PM	 ?
0 02/15/2024 19:17:34 PM	 Excuse you
1 02/15/2024 19:17:37 PM	 ? what’s confusing 
0 02/15/2024 19:17:43 PM	 You’re suppose to say yes 
0 02/15/2024 19:17:45 PM	 But ok
1 02/15/2024 19:17:46 PM	 YES
1 02/15/2024 19:17:49 PM	 THERE HAPPY
0 02/15/2024 19:17:51 PM	 Ok good..
0 02/15/2024 19:17:54 PM	 Yes. 
1 02/15/2024 19:17:55 PM	 what do u need help with
1 02/15/2024 19:18:32 PM	 oh i’ve seen ads for that game 
0 02/15/2024 19:18:33 PM	 Bro my genamda put me on this app now im like those old people who play candy crush
1 02/15/2024 19:18:33 PM	 ummm
0 02/15/2024 19:18:38 PM	 LMFAOOOO
1 02/15/2024 19:18:49 PM	 try umm PIC
0 02/15/2024 19:18:58 PM	 Omg ur smart
0 02/15/2024 19:19:01 PM	 Jk lmfao fucking dumb ass
0 02/15/2024 19:19:04 PM	 Ok what else
1 02/15/2024 19:19:15 PM	 we know this 😂
1 02/15/2024 19:19:35 PM	 wait no
1 02/15/2024 19:20:01 PM	 ice maybe 
0 02/15/2024 19:20:02 PM	 Ok I have 2 left
1 02/15/2024 19:20:07 PM	 show 
1 02/15/2024 19:20:15 PM	 did u go to school today
0 02/15/2024 19:20:24 PM	 Why he asking dumb questions 
1 02/15/2024 19:21:44 PM	 did u finish 
0 02/15/2024 19:22:20 PM	 Ok whatever fuck this
0 02/15/2024 19:22:23 PM	 Anyway
0 02/15/2024 19:22:31 PM	 what r we up to…….
0 02/15/2024 19:22:37 PM	 Where is your roommate
1 02/15/2024 19:22:40 PM	 i js got home 
0 02/15/2024 19:22:50 PM	 That odd bitch
1 02/15/2024 19:22:58 PM	 probably out doing whatever he does this time of day..
0 02/15/2024 19:22:59 PM	 Sorry let me watch my language
1 02/15/2024 19:23:11 PM	 isn’t he cute 
0 02/15/2024 19:23:13 PM	 THATS SO SCAEY MATEO WHAT IF YOU LIVING WITH A SERIAL KILLER
0 02/15/2024 19:23:23 PM	 👅👅
0 02/15/2024 19:23:49 PM	 What is confusing
1 02/15/2024 19:23:50 PM	 i love my discrete math teacher he’s so gentile 
0 02/15/2024 19:23:51 PM	 It’s because
0 02/15/2024 19:23:55 PM	 Cats lick themselves
0 02/15/2024 19:24:00 PM	 That’s how they get clean
0 02/15/2024 19:24:02 PM	 Now you know
1 02/15/2024 19:24:07 PM	 he’s this like 60 year old chinese frail chinese guy
0 02/15/2024 19:24:09 PM	 ???? What
1 02/15/2024 19:24:17 PM	 like hes so nice 
0 02/15/2024 19:24:23 PM	 Just say u wanna fuck him
1 02/15/2024 19:24:24 PM	 yeah ofc..
1 02/15/2024 19:24:29 PM	 ?????
1 02/15/2024 19:24:40 PM	 why you always thinking about fucking 
1 02/15/2024 19:24:50 PM	 get your damn hormones in check 
0 02/15/2024 19:24:54 PM	 Sigh
0 02/15/2024 19:25:04 PM	 It’s a blessing and a curse 
0 02/15/2024 19:25:14 PM	 What is his name
1 02/15/2024 19:25:25 PM	 i don’t know…
0 02/15/2024 19:25:30 PM	 ????
0 02/15/2024 19:25:33 PM	 That’s fucking rude 
1 02/15/2024 19:25:35 PM	 i don’t know any of my teachers names tbh 
0 02/15/2024 19:25:37 PM	 Why don’t you ask him
1 02/15/2024 19:25:41 PM	 i just call him prof 
1 02/15/2024 19:25:53 PM	 let me look it up
0 02/15/2024 19:26:06 PM	 Bro he probably fought in the vietnam war u need to thank him for his service
1 02/15/2024 19:26:17 PM	 LMAOO😭
0 02/15/2024 19:27:00 PM	 Why am I so funny 
0 02/15/2024 19:27:27 PM	 How do you resist the urge to ask me if I wanna fuck every 2 minutes I’ll never know
0 02/15/2024 19:27:37 PM	 U r a better person than I am
1 02/15/2024 19:28:15 PM	 ???? 😭😭😭😭
1 02/15/2024 19:28:25 PM	 i don’t got that urge…….??????
1 02/15/2024 19:28:36 PM	 we know this..
0 02/15/2024 19:28:39 PM	 Why do you lie.
0 02/15/2024 19:28:46 PM	 Self truth is important 
1 02/15/2024 19:28:49 PM	 stop projecting😂
0 02/15/2024 19:28:56 PM	 Bitch please
1 02/15/2024 19:28:59 PM	 ironic coming from u
0 02/15/2024 19:29:03 PM	 ?
0 02/15/2024 19:29:06 PM	 ???
0 02/15/2024 19:29:15 PM	 What is that suppose to mean
1 02/15/2024 19:29:15 PM	 U THE ONE WHO ALWAYS DREAMING ABOUT ME
1 02/15/2024 19:29:18 PM	 so don’t even lie 
1 02/15/2024 19:29:39 PM	 we is in a good mood rn let’s not ruin it 🌈
0 02/15/2024 19:29:44 PM	 Ok
0 02/15/2024 19:29:50 PM	 Weird bitch……..
0 02/15/2024 19:29:55 PM	 But we move
0 02/15/2024 19:30:01 PM	 What can we do about it
0 02/15/2024 19:30:08 PM	 Niggas will be niggas…
1 02/15/2024 19:30:10 PM	 https://www.instagram.com/reel/C3EgL6ROjh6/?igsh=MTUyeWNjOWR3MnV0dQ==
1 02/15/2024 19:30:10 PM	 u
0 02/15/2024 19:30:32 PM	 Is that suppose to be us
1 02/15/2024 19:30:43 PM	 no both of them is you
1 02/15/2024 19:30:59 PM	 what’s a bop?
0 02/15/2024 19:31:05 PM	 A hoe
1 02/15/2024 19:31:08 PM	 oh
0 02/15/2024 19:31:11 PM	 Why…
0 02/15/2024 19:31:22 PM	 Watch him call me a fuckign bop im gonna jump off a building 
1 02/15/2024 19:31:23 PM	 i just been hearing that word and idk what it meant 
1 02/15/2024 19:31:30 PM	 ❤️
0 02/15/2024 19:31:37 PM	 SHIT IS NOT SWEET
0 02/15/2024 19:32:11 PM	 Mateo I literally get ptsd war flashbacks everytime my phone makes a noise because of you
0 02/15/2024 19:32:17 PM	 You made me this way
1 02/15/2024 19:32:22 PM	 ???😭😂
1 02/15/2024 19:32:28 PM	 what did i do…
1 02/15/2024 19:32:36 PM	 i’m literally so nice to you idk what u mean
0 02/15/2024 19:32:42 PM	 Ok
0 02/15/2024 19:32:48 PM	 ❤️
0 02/15/2024 19:33:08 PM	 No cause why do you say that on purpose
1 02/15/2024 19:33:09 PM	 i don’t cus i set your contact a custom notification sound and vibration so ik when it’s u 
0 02/15/2024 19:33:13 PM	 Is there something wrong with you
0 02/15/2024 19:33:15 PM	 ?
1 02/15/2024 19:33:22 PM	 SAY WHAT
0 02/15/2024 19:33:24 PM	 Because im starting to fucking think there is
1 02/15/2024 19:33:36 PM	 😭😭 here we go again 
0 02/15/2024 19:33:42 PM	 Actually no let me not even sit here and lie I been knew you are issued
1 02/15/2024 19:33:44 PM	 I HAVE NO IDEA WHAT I SAID
0 02/15/2024 19:33:49 PM	 Why do you say
1 02/15/2024 19:33:52 PM	 is this how it feel having a girlfriend 
0 02/15/2024 19:33:59 PM	 Why do you try to make me upset. 
1 02/15/2024 19:34:07 PM	 i don’t?
0 02/15/2024 19:34:09 PM	 Is this amusing is this funny is this entertaining to you
0 02/15/2024 19:34:13 PM	 PLEASE LET ME FUCKING KNOW
1 02/15/2024 19:34:18 PM	 yeah❤️❤️❤️❤️❤️❤️❤️
0 02/15/2024 19:34:22 PM	 I don’t know u tell me. 
1 02/15/2024 19:34:25 PM	 ok no more abuse from me 
0 02/15/2024 19:34:28 PM	 Ok
0 02/15/2024 19:34:30 PM	 Sh
1 02/15/2024 19:34:31 PM	 we positive now
0 02/15/2024 19:34:36 PM	 Ur literally 
0 02/15/2024 19:34:45 PM	 I CANT EVEN TALK TO YOU
1 02/15/2024 19:34:48 PM	 although i have no idea what i did to upset you this time
1 02/15/2024 19:34:54 PM	 ??? WHAT DID I DO😭😭😭😭😭😭
0 02/15/2024 19:34:55 PM	 Ok
0 02/15/2024 19:34:58 PM	 Let’s be nice
1 02/15/2024 19:35:02 PM	 hello????
0 02/15/2024 19:35:08 PM	 What the fuck is wrong with me let me shut the fuck up
0 02/15/2024 19:35:23 PM	 Ok moving on…..
0 02/15/2024 19:35:31 PM	 what is up❤️
1 02/15/2024 19:36:09 PM	 can you please tell me why you were mad in the first place 
1 02/15/2024 19:36:12 PM	 literally what did i do
1 02/15/2024 19:36:19 PM	 why not 😭
0 02/15/2024 19:36:26 PM	 Mateo i am mentally disturbed you know this
0 02/15/2024 19:36:39 PM	 I don’t know what the hell wrong with me today
0 02/15/2024 19:36:43 PM	 TOMORROW WILL BE GOOD
1 02/15/2024 19:36:44 PM	 ok so you just got mad on your own???
1 02/15/2024 19:36:54 PM	 just tryna make sure i didn’t do anything 
0 02/15/2024 19:40:32 PM	 IM CRYING
1 02/15/2024 19:40:55 PM	 Loved an image
1 02/15/2024 19:41:02 PM	 are u actually 😭
1 02/15/2024 19:41:05 PM	 LMAOOO
1 02/15/2024 19:41:10 PM	 is that ur dad 
0 02/15/2024 19:41:22 PM	 My ass is not replying
0 02/15/2024 19:41:28 PM	 Ok let’s do something fun
1 02/15/2024 19:41:36 PM	 ???
0 02/15/2024 19:41:37 PM	 Hmmmmmmm
0 02/15/2024 19:41:42 PM	 DONT WORRY ABOUT DAT
1 02/15/2024 19:41:56 PM	 why are u in trouble 
0 02/15/2024 19:42:08 PM	 Not even
0 02/15/2024 19:42:15 PM	 Ok what could we do
0 02/15/2024 19:42:20 PM	 I think im not getting enough sleep lately
0 02/15/2024 19:42:33 PM	 Maybe that’s why I’ve been more ill than I usually am
1 02/15/2024 19:44:59 PM	 ok
0 02/15/2024 19:45:25 PM	 What  
0 02/15/2024 19:45:34 PM	 Re u ok
1 02/15/2024 19:45:47 PM	 ARE YOU
0 02/15/2024 19:46:00 PM	 Why r u yelling at me you stupid fucking bitch
1 02/15/2024 19:46:19 PM	 what are you gonna do about it
0 02/15/2024 19:46:49 PM	 Do not ever say ok to me what is wrong with you what possessed you and made you feel that ok is something you say to me 
0 02/15/2024 19:46:58 PM	 Are u fucking stupid
0 02/15/2024 19:47:03 PM	 What is ok ???????????
0 02/15/2024 19:47:27 PM	 WHY THR FUCK ARE YOU HARRASSING IT
1 02/15/2024 19:47:38 PM	 he likes it 😭
0 02/15/2024 19:48:09 PM	 Oh yes im sure he likes u sticking ur fucking finger inside his mouth one day o hope he mistakes ur dick for ur finger and bites it off
0 02/15/2024 19:48:18 PM	 DID HE TELL YOU THAT
1 02/15/2024 19:48:21 PM	 ????
1 02/15/2024 19:48:27 PM	 you’d want that wouldn’t you
1 02/15/2024 19:48:31 PM	 weird ass bitch 
1 02/15/2024 19:48:37 PM	 yes❤️
0 02/15/2024 19:48:50 PM	 Im weird 
0 02/15/2024 19:48:55 PM	 IM FUCKING WEIRD
0 02/15/2024 19:49:00 PM	 ARE YOU STUPID??????
0 02/15/2024 19:49:07 PM	 ARE YOU FUCKING WELL
0 02/15/2024 19:49:35 PM	 Ok don’t even text me just to piss me off cause im not having it today
1 02/15/2024 19:51:24 PM	 shut up
1 02/15/2024 19:57:29 PM	 i know it’s so far away but i’m nervous already for when i’m gonna have to ask my future girlfriends dad for permission to marry her 
1 02/15/2024 19:57:34 PM	 what if he try to kill me
1 02/15/2024 19:57:42 PM	 stop ignoring me dumbass bitch 
0 02/15/2024 19:58:19 PM	 Im praying for whoever that girl may be
0 02/15/2024 19:58:24 PM	 God bless
1 02/15/2024 19:58:36 PM	 why i’d be a great husband…
0 02/15/2024 19:59:01 PM	 Please don’t even say this the thought of you being my husband makes me want to enter cardiac arrest
1 02/15/2024 19:59:05 PM	 let’s be honest i’d be a WAYYYY better husband than you’d be a wife 
1 02/15/2024 19:59:10 PM	 ??? I never mentioned you
0 02/15/2024 19:59:10 PM	 Look at how much you stress me out right now 
0 02/15/2024 19:59:20 PM	 WHO KNOWS WHAT YOULL MAKE ME DO WHEN WE GET MARRIED
1 02/15/2024 19:59:21 PM	 literally what makes you think that 
1 02/15/2024 19:59:36 PM	 ??? we not getting married bitch 😭
1 02/15/2024 19:59:44 PM	 get away…
0 02/15/2024 19:59:52 PM	 Okay whatever you say
0 02/15/2024 20:00:10 PM	 But don’t come switching up next week saying u wanna get married ✌️✌️
1 02/15/2024 20:00:25 PM	 ok i’ll never say that again
0 02/15/2024 20:00:39 PM	 Ok good don’t say anything to me that you don’t mean
0 02/15/2024 20:00:48 PM	 Cause wtf do I look like
1 02/15/2024 20:01:17 PM	 a bop ❤️
0 02/15/2024 20:01:33 PM	 Kkkkkkkkkk
0 02/15/2024 20:01:40 PM	 Ur annoying 
1 02/15/2024 20:01:45 PM	 so are you
1 02/15/2024 20:01:52 PM	 but i’m not complaining 
0 02/15/2024 20:02:04 PM	 Let me not even ask u why cause then he’s gonna go on a rant about how im ran thru and how im a whore and nobody loves me
0 02/15/2024 20:02:14 PM	 You love doing that more than anything
0 02/15/2024 20:02:31 PM	 U have no reason to complain if you don’t wanna talk to me then fucking don’t 
1 02/15/2024 20:03:38 PM	 LMAOOO
1 02/15/2024 20:03:43 PM	 i’m kidding i would never 
0 02/15/2024 20:04:01 PM	 Right
1 02/15/2024 20:04:07 PM	 you’re not ran thru ok and people love you and appreciate you for your character ❤️
0 02/15/2024 20:04:18 PM	 I know ?
0 02/15/2024 20:04:25 PM	 Why did u say it like that
1 02/15/2024 20:04:25 PM	 yeah just reminding you
0 02/15/2024 20:04:36 PM	 I don’t like your tone
0 02/15/2024 20:04:44 PM	 You drive me insane mateo
1 02/15/2024 20:04:56 PM	 omg bitch stop taking everything so damn serious 
1 02/15/2024 20:04:59 PM	 take a chill pill 
0 02/15/2024 20:05:03 PM	 ??
0 02/15/2024 20:05:06 PM	 Ur the one
1 02/15/2024 20:05:16 PM	 ??? ok
1 02/15/2024 20:05:29 PM	 YOU CANT EVEN CONEY TONE THRU TEXT
1 02/15/2024 20:05:31 PM	 dumbass 
0 02/15/2024 20:05:52 PM	 Ok I need to start treating you like just another nigga cause clearly ive been feeding into ur ego and now u think ur the fucking shit
0 02/15/2024 20:06:00 PM	 😬 Anyway
1 02/15/2024 20:06:32 PM	 u can’t do that
0 02/15/2024 20:06:43 PM	 Lmfao
0 02/15/2024 20:06:54 PM	 Is that a dare nigga
0 02/15/2024 20:06:59 PM	 Watch me😭😭😭😭
1 02/15/2024 20:07:46 PM	 no because i’m not another nigga 
1 02/15/2024 20:07:51 PM	 u know this damn well
0 02/15/2024 20:08:34 PM	 Ok then dont give me a reason to treat you like one ?
0 02/15/2024 20:08:42 PM	 Fucking illiterate 
0 02/15/2024 20:08:51 PM	 Im going to sleep 
1 02/15/2024 20:09:02 PM	 i don’t???😭
1 02/15/2024 20:09:08 PM	 no ur not
1 02/15/2024 20:09:16 PM	 come hereeeeee adri 
1 02/15/2024 20:09:27 PM	 you are the most bipolar person i’ve met 
0 02/15/2024 20:09:46 PM	 And what…
0 02/15/2024 20:09:50 PM	 Do u have a problem
1 02/15/2024 20:10:01 PM	 no ❤️
0 02/15/2024 20:10:06 PM	 Im tired im not having a good day 
1 02/15/2024 20:10:15 PM	 ofc not.. 😆
0 02/15/2024 20:10:22 PM	 Ok good that’s what I thought
1 02/15/2024 20:10:24 PM	 pleaseeee
1 02/15/2024 20:10:33 PM	 just stay up like 30 mins
0 02/15/2024 20:10:33 PM	 How much longer
0 02/15/2024 20:10:39 PM	 No mateo
0 02/15/2024 20:10:44 PM	 U always say that
1 02/15/2024 20:11:02 PM	 ok whatever fuck off to sleep then bitch 
1 02/15/2024 20:11:07 PM	 hope u choke in your sleep
0 02/15/2024 20:11:32 PM	 I do too❤️
0 02/15/2024 20:11:35 PM	 Good night 
1 02/15/2024 20:11:44 PM	 i’m kidding baby
0 02/15/2024 20:13:09 PM	 Now he wanna switch up
0 02/15/2024 20:13:15 PM	 Why don’t u stand on what u said…
0 02/15/2024 20:13:37 PM	 You can’t be serious mateo
1 02/15/2024 20:13:50 PM	 abt what
1 02/15/2024 20:14:08 PM	 because i don’t like when ur upset 
0 02/15/2024 20:14:31 PM	 Im not even upset
0 02/15/2024 20:14:42 PM	 I just feel like i made a mistake 
1 02/15/2024 20:14:52 PM	 what mistake
1 02/15/2024 20:15:00 PM	 why was ur dad mad at u earlier 
1 02/15/2024 20:15:38 PM	 https://www.instagram.com/reel/CzH33QpP9c1/?igsh=dXNrMXBlZnBoNDJu
1 02/15/2024 20:15:38 PM	 ❤️
0 02/15/2024 20:16:50 PM	 Idk 
0 02/15/2024 20:16:52 PM	 He’s always like that
0 02/15/2024 20:17:04 PM	 But I don’t care about him
1 02/15/2024 20:17:06 PM	 no u had to have done something..
1 02/15/2024 20:17:11 PM	 don’t even lie 
0 02/15/2024 20:18:43 PM	 Idk
0 02/15/2024 20:18:48 PM	 I don’t wanna think about him 
0 02/15/2024 20:18:57 PM	 Cause that’s just gonna upset me 
1 02/15/2024 20:19:10 PM	 u just wish things were different 
0 02/15/2024 20:19:10 PM	 Okay anyway
1 02/15/2024 20:19:14 PM	 yeah anyway
0 02/15/2024 20:19:19 PM	 Yea anyway 
0 02/15/2024 20:19:28 PM	 What r we up to 
1 02/15/2024 20:20:42 PM	 i’m bored at home 
1 02/15/2024 20:20:52 PM	 my brothers asleep so i got no one to talk to
1 02/15/2024 20:25:04 PM	 stop ignoring meee
0 02/15/2024 20:25:53 PM	  Im so tired mateo
0 02/15/2024 20:26:08 PM	 I hope tomorrow is gonna be a good assday
0 02/15/2024 20:26:19 PM	 FAUSE I BEEN GOING THRU IT LATELY
1 02/15/2024 20:26:29 PM	 can u tell me why
1 02/15/2024 20:27:02 PM	 Loved Digital Touch Message
0 02/15/2024 20:27:03 PM	 Idk it’s just like that
0 02/15/2024 20:27:14 PM	 Sometimes imgood and sometimes bad 
1 02/15/2024 20:27:23 PM	 no but u seem more mental than normal
1 02/15/2024 20:27:28 PM	 tell me what happened 
1 02/15/2024 20:27:32 PM	 is everything ok at home
0 02/15/2024 20:28:05 PM	 Yes im okay
0 02/15/2024 20:28:14 PM	 I think it was just a weird day for me today
0 02/15/2024 20:28:39 PM	 Don’t worry im sure I’ll be much better tomorrow
1 02/15/2024 20:30:05 PM	 are u sure
1 02/15/2024 20:30:10 PM	 you don’t seem ok
1 02/15/2024 20:30:16 PM	 how come
1 02/15/2024 20:30:30 PM	 you can just tell me adri stop making beg for information 😭
0 02/15/2024 20:30:40 PM	 No I am
0 02/15/2024 20:31:04 PM	 I think it’s just ive been seeing my dad more than i usually do
0 02/15/2024 20:31:22 PM	 But idc about that 
1 02/15/2024 20:31:36 PM	 oh that’s nice 
0 02/15/2024 20:31:39 PM	 Anyway mateo 
1 02/15/2024 20:31:47 PM	 does that make u happy or..?
0 02/15/2024 20:32:01 PM	 Idk 
0 02/15/2024 20:32:12 PM	 Idk how to feel about him 
0 02/15/2024 20:32:30 PM	 Honestly it’s like he’s not even my dad anymore 
0 02/15/2024 20:32:46 PM	 He’s just a person i live with
0 02/15/2024 20:33:12 PM	 But i can’t do anything about that so i have no reason to be upset 
1 02/15/2024 20:37:28 PM	 sorry my mom was pissing me off 
1 02/15/2024 20:37:45 PM	 that’s so sad 
1 02/15/2024 20:38:10 PM	 have u tried getting closer to him at all?
1 02/15/2024 20:38:25 PM	 u can try to fix things 
0 02/15/2024 20:38:55 PM	 I don’t want to anymore
0 02/15/2024 20:39:04 PM	 He’s so unimportant to me honestly 
0 02/15/2024 20:39:22 PM	 Why would i want to fix something between someone that wouldn’t do the same for me
1 02/15/2024 20:39:56 PM	 because you’re gonna be the bigger person 
0 02/15/2024 20:40:35 PM	 Why do i always have to be the bigger person he’s the literal adult yet he still acts like a child
0 02/15/2024 20:41:10 PM	 I don’t care I don’t want anything to do with him he needs to stop calling my phone
0 02/15/2024 20:42:06 PM	 He’s sooo used to me always needing validation from him and being fucking desperate for him to care about me and now that I don’t all of a sudden he wants to be a parent
0 02/15/2024 20:42:18 PM	 Like that’s actually crazy 
0 02/15/2024 20:42:51 PM	 But whatever tho cause at the end of the day I can’t change the way my life is
1 02/15/2024 20:42:58 PM	 no way 💀💀
1 02/15/2024 20:43:20 PM	 you can’t change your past but only you have control over your future 
1 02/15/2024 20:43:38 PM	 so are u gonna keep waddling in your own misery or are u gonna make a change for the better 
1 02/15/2024 20:44:28 PM	 that’s actually crazy sometimes i feel like he need to be taken to the institution cus that ain’t normal 😭
0 02/15/2024 20:45:11 PM	 Im not the miserable one he is
0 02/15/2024 20:45:33 PM	 Honestly ive been all of my life without him why would i need him now
0 02/15/2024 20:45:52 PM	 I think it’s too late for all that 
0 02/15/2024 20:46:18 PM	 Cause I don’t think ill ever see him as my dad again
0 02/15/2024 20:46:26 PM	 But maybe that’s not a bad thing
1 02/15/2024 20:47:30 PM	 yeah maybe not 
0 02/15/2024 20:48:50 PM	 Yea
1 02/15/2024 20:48:53 PM	 don’t be sad ok 😭😭
0 02/15/2024 20:48:53 PM	 Anyway tho
1 02/15/2024 20:48:56 PM	 i’m sad when ur sad 
0 02/15/2024 20:49:00 PM	 Im not sad
1 02/15/2024 20:49:16 PM	 ok good 
1 02/15/2024 20:49:22 PM	 anyway where are u at rn 
0 02/15/2024 20:49:40 PM	 My room
0 02/15/2024 20:49:52 PM	 I really need to sleep soon mateo
1 02/15/2024 20:51:45 PM	 how can u sleep without me that always baffled me…
0 02/15/2024 20:53:15 PM	 😭😭😢😢
0 02/15/2024 20:53:26 PM	 Do people actually listen to Taylor swift 
1 02/15/2024 20:53:35 PM	 yeah…
0 02/15/2024 20:53:39 PM	 I’m sorry but I actually don’t believe it
1 02/15/2024 20:53:41 PM	 it’s mostly mid white women
0 02/15/2024 20:53:49 PM	 I’ve never heard one tahlor swift song in my life
1 02/15/2024 20:54:10 PM	 the only one ik is shake it off
0 02/15/2024 20:54:10 PM	 What is the best Taylor swift song let me look this up 
0 02/15/2024 20:54:15 PM	 Oh yeaaaa
